SRK_pok,pokemon_name,type_1,type_2,height,weight,hit_points,attack,defense,total_stats,capture_rate,generation,base_happiness,base_experience,exp_type,evolves_from,mega_evolution,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
95,Onix,Rock,Ground,8.8,210.0,35,45,160,385,45,1,70,77,Medium Fast, ,False,False,False,False,False,False,False,0.5,25,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
96,Drowzee,Psychic, ,1.0,32.4,60,48,45,328,190,1,70,66,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
97,Hypno,Psychic, ,1.6,75.6,85,73,70,483,75,1,70,169,Medium Fast,Drowzee,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
98,Krabby,Water, ,0.4,6.5,30,105,90,325,225,1,70,65,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
99,Kingler,Water, ,1.3,60.0,55,130,115,475,60,1,70,166,Medium Fast,Krabby,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
100,Voltorb,Electric, ,0.5,10.4,40,30,50,330,190,1,70,66,Medium Fast, ,False,False,False,False,False,False,True,0.0,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
101,Electrode,Electric, ,1.2,66.6,60,50,70,490,60,1,70,172,Medium Fast,Voltorb,False,False,False,False,False,False,True,0.0,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
102,Exeggcute,Grass,Psychic,0.4,2.5,60,40,80,325,90,1,70,65,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
103,Alolan Exeggutor,Grass,Dragon,10.9,415.6,95,105,85,530,45,7,70,186,Slow,Exeggcute,False,True,False,False,False,False,False,0.5,20,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
104,Cubone,Ground, ,0.4,6.5,50,50,95,320,190,1,70,64,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
105,Alolan Marowak,Fire,Ghost,1.0,34.0,60,80,110,425,75,7,70,149,Medium Fast,Cubone,False,True,False,False,False,False,False,0.5,20,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
106,Hitmonlee,Fighting, ,1.5,49.8,50,120,53,455,45,1,70,159,Medium Fast,Tyrogue,False,False,False,False,False,False,False,0.0,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
107,Hitmonchan,Fighting, ,1.4,50.2,50,105,79,455,45,1,70,159,Medium Fast,Tyrogue,False,False,False,False,False,False,False,0.0,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
108,Lickitung,Normal, ,1.2,65.5,90,55,75,385,45,1,70,77,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
109,Koffing,Poison, ,0.6,1.0,40,65,95,340,190,1,70,68,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
110,Galarian Weezing,Poison,Fairy,3.0,16.0,65,90,120,490,60,8,70,172,Medium Fast,Koffing,False,False,True,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.5,2.0,0.5
111,Rhyhorn,Ground,Rock,1.0,115.0,80,85,95,345,120,1,70,69,Slow, ,False,False,False,False,False,False,False,0.5,20,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
112,Rhydon,Ground,Rock,1.9,120.0,105,130,120,485,60,1,70,170,Slow,Rhyhorn,False,False,False,False,False,False,False,0.5,20,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
113,Chansey,Normal, ,1.1,34.6,250,5,5,450,30,1,140,395,Fast,Happiny,False,False,False,False,False,False,False,1.0,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
114,Tangela,Grass, ,1.0,35.0,65,55,115,435,45,1,70,87,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
115,Kangaskhan,Normal, ,2.2,80.0,105,95,80,490,45,1,70,172,Medium Fast, ,False,False,False,True,False,False,False,1.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
116,Horsea,Water, ,0.4,8.0,30,40,70,295,225,1,70,59,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
117,Seadra,Water, ,1.2,25.0,55,65,95,440,75,1,70,154,Medium Fast,Horsea,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
118,Goldeen,Water, ,0.6,15.0,45,67,60,320,225,1,70,64,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
119,Seaking,Water, ,1.3,39.0,80,92,65,450,60,1,70,158,Medium Fast,Goldeen,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
120,Staryu,Water, ,0.8,34.5,30,45,55,340,225,1,70,68,Slow, ,False,False,False,False,False,False,True,0.0,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
121,Starmie,Water,Psychic,1.1,80.0,60,75,85,520,60,1,70,182,Slow,Staryu,False,False,False,False,False,False,True,0.0,20,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
122,Galarian Mr. Mime,Ice,Psychic,1.4,56.8,50,65,65,460,45,8,70,161,Medium Fast,Mime Jr,False,False,True,False,False,False,False,0.5,25,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
123,Scyther,Bug,Flying,1.5,56.0,70,110,80,500,45,1,70,100,Medium Fast, ,False,False,False,False,False,False,False,0.5,25,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
124,Jynx,Ice,Psychic,1.4,40.6,65,50,35,455,45,1,70,159,Medium Fast,Smoochum,False,False,False,False,False,False,False,1.0,25,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
125,Electabuzz,Electric, ,1.1,30.0,65,83,57,490,45,1,70,172,Medium Fast,Elekid,False,False,False,False,False,False,False,0.25,25,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
126,Magmar,Fire, ,1.3,44.5,65,95,57,495,45,1,70,173,Medium Fast,Magby,False,False,False,False,False,False,False,0.25,25,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
127,Mega Pinsir,Bug,Flying,1.7,59.0,65,155,120,600,45,6,70,210,Slow, ,True,False,False,True,False,False,False,0.5,25,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
128,Tauros,Normal, ,1.4,88.4,75,100,95,490,45,1,70,172,Slow, ,False,False,False,False,False,False,False,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
129,Magikarp,Water, ,0.9,10.0,20,10,55,200,255,1,70,40,Slow, ,False,False,False,False,False,False,False,0.5,5,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
130,Gyarados,Water,Flying,6.5,235.0,95,125,79,540,45,1,70,189,Slow,Magikarp,False,False,False,True,False,False,False,0.5,5,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
131,Lapras,Water,Ice,2.5,220.0,130,85,80,535,45,1,70,187,Slow, ,False,False,False,False,False,False,False,0.5,40,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
132,Ditto,Normal, ,0.3,4.0,48,48,48,288,35,1,70,101,Medium Fast, ,False,False,False,False,False,False,True,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
133,Eevee,Normal, ,0.3,6.5,55,55,50,325,45,1,70,65,Medium Fast, ,False,False,False,False,False,False,False,0.125,35,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
134,Vaporeon,Water, ,1.0,29.0,130,65,60,525,45,1,70,184,Medium Fast,Eevee,False,False,False,False,False,False,False,0.125,35,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
135,Jolteon,Electric, ,0.8,24.5,65,65,60,525,45,1,70,184,Medium Fast,Eevee,False,False,False,False,False,False,False,0.125,35,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
136,Flareon,Fire, ,0.9,25.0,65,130,60,525,45,1,70,184,Medium Fast,Eevee,False,False,False,False,False,False,False,0.125,35,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
137,Porygon,Normal, ,0.8,36.5,65,60,70,395,45,1,70,79,Medium Fast, ,False,False,False,False,False,False,True,0.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
138,Omanyte,Rock,Water,0.4,7.5,35,40,100,355,45,1,70,71,Medium Fast, ,False,False,False,False,False,False,False,0.125,30,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,Omastar,Rock,Water,1.0,35.0,70,60,125,495,45,1,70,173,Medium Fast,Omanyte,False,False,False,False,False,False,False,0.125,30,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,Kabuto,Rock,Water,0.5,11.5,30,80,90,355,45,1,70,71,Medium Fast, ,False,False,False,False,False,False,False,0.125,30,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,Kabutops,Rock,Water,1.3,40.5,60,115,105,495,45,1,70,173,Medium Fast,Kabuto,False,False,False,False,False,False,False,0.125,30,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
142,Aerodactyl,Rock,Flying,1.8,59.0,80,105,65,515,45,1,70,180,Slow, ,False,False,False,True,False,False,False,0.125,35,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
143,Snorlax,Normal, ,2.1,460.0,160,110,65,540,25,1,70,189,Slow,Munchlax,False,False,False,False,False,False,False,0.125,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
144,Articuno,Ice,Flying,1.7,55.4,90,85,100,580,3,1,35,261,Slow, ,False,False,False,False,True,False,True,0.0,80,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
145,Galarian Zapdos,Fighting,Flying,1.6,58.2,90,125,90,580,3,8,35,261,Slow, ,False,False,True,False,True,False,True,0.0,80,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
146,Galarian Moltres,Dark,Flying,2.0,66.0,90,85,90,580,3,8,35,261,Slow, ,False,False,True,False,True,False,True,0.0,80,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
147,Dratini,Dragon, ,1.8,3.3,41,64,45,300,45,1,35,60,Slow, ,False,False,False,False,False,False,False,0.5,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
148,Dragonair,Dragon, ,4.0,16.5,61,84,65,420,45,1,35,147,Slow,Dratini,False,False,False,False,False,False,False,0.5,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
149,Dragonite,Dragon,Flying,2.2,210.0,91,134,95,600,45,1,35,270,Slow,Dragonair,False,False,False,False,False,False,False,0.5,40,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
150,Mega Mewtwo X,Psychic,Fighting,2.3,127.0,106,190,100,780,3,6,0,351,Slow, ,True,False,False,True,True,False,True,0.0,120,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
151,Mew,Psychic, ,0.4,4.0,100,100,100,600,45,1,100,270,Medium Slow, ,False,False,False,False,False,True,True,0.0,120,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
152,Chikorita,Grass, ,0.9,6.4,45,49,65,318,45,2,70,64,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
153,Bayleef,Grass, ,1.2,15.8,60,62,80,405,45,2,70,142,Medium Slow,Chikorita,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
154,Meganium,Grass, ,1.8,100.5,80,82,100,525,45,2,70,236,Medium Slow,Bayleef,False,False,False,False,False,False,False,0.125,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
155,Cyndaquil,Fire, ,0.5,7.9,39,52,43,309,45,2,70,62,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
156,Quilava,Fire, ,0.9,19.0,58,64,58,405,45,2,70,142,Medium Slow,Cyndaquil,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
157,Typhlosion,Fire, ,1.7,79.5,78,84,78,534,45,2,70,240,Medium Slow,Quilava,False,False,False,False,False,False,False,0.125,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
158,Totodile,Water, ,0.6,9.5,50,65,64,314,45,2,70,63,Medium Slow, ,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
159,Croconaw,Water, ,1.1,25.0,65,80,80,405,45,2,70,142,Medium Slow,Totodile,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
160,Feraligatr,Water, ,2.3,88.8,85,105,100,530,45,2,70,239,Medium Slow,Croconaw,False,False,False,False,False,False,False,0.125,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
161,Sentret,Normal, ,0.8,6.0,35,46,34,215,255,2,70,43,Medium Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
162,Furret,Normal, ,1.8,32.5,85,76,64,415,90,2,70,145,Medium Fast,Sentret,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
163,Hoothoot,Normal,Flying,0.7,21.2,60,30,30,262,255,2,70,52,Medium Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
164,Noctowl,Normal,Flying,1.6,40.8,100,50,50,452,90,2,70,158,Medium Fast,Hoothoot,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
165,Ledyba,Bug,Flying,1.0,10.8,40,20,30,265,255,2,70,53,Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
166,Ledian,Bug,Flying,1.4,35.6,55,35,50,390,90,2,70,137,Fast,Ledyba,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
167,Spinarak,Bug,Poison,0.5,8.5,40,60,40,250,255,2,70,50,Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
168,Ariados,Bug,Poison,1.1,33.5,70,90,70,400,90,2,70,140,Fast,Spinarak,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
169,Crobat,Poison,Flying,1.8,75.0,85,90,80,535,90,2,70,241,Medium Fast,Golbat,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
170,Chinchou,Water,Electric,0.5,12.0,75,38,38,330,190,2,70,66,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
171,Lanturn,Water,Electric,1.2,22.5,125,58,58,460,75,2,70,161,Slow,Chinchou,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
172,Pichu,Electric, ,0.3,2.0,20,40,15,205,190,2,70,41,Medium Fast, ,False,False,False,False,False,False,False,0.5,10,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
173,Cleffa,Fairy, ,0.3,3.0,50,25,28,218,150,2,140,44,Fast, ,False,False,False,False,False,False,False,0.75,10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
174,Igglybuff,Normal,Fairy,0.3,1.0,90,30,15,210,170,2,70,42,Fast, ,False,False,False,False,False,False,False,0.75,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
175,Togepi,Fairy, ,0.3,1.5,35,20,65,245,190,2,70,49,Fast, ,False,False,False,False,False,False,False,0.125,10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
176,Togetic,Fairy,Flying,0.6,3.2,55,40,85,405,75,2,70,142,Fast,Togepi,False,False,False,False,False,False,False,0.125,10,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
177,Natu,Psychic,Flying,0.2,2.0,40,50,45,320,190,2,70,64,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
178,Xatu,Psychic,Flying,1.5,15.0,65,75,70,470,75,2,70,165,Medium Fast,Natu,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
179,Mareep,Electric, ,0.6,7.8,55,40,40,280,235,2,70,56,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
180,Flaaffy,Electric, ,0.8,13.3,70,55,55,365,120,2,70,128,Medium Slow,Mareep,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
181,Ampharos,Electric, ,1.4,61.5,90,75,85,510,45,2,70,230,Medium Slow,Flaaffy,False,False,False,True,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
182,Bellossom,Grass, ,0.4,5.8,75,80,95,490,45,2,70,221,Medium Slow,Gloom,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
183,Marill,Water,Fairy,0.4,8.5,70,20,50,250,190,2,70,88,Fast,Azurill,False,False,False,False,False,False,False,0.5,10,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
184,Azumarill,Water,Fairy,0.8,28.5,100,50,80,420,75,2,70,189,Fast,Marill,False,False,False,False,False,False,False,0.5,10,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
185,Sudowoodo,Rock, ,1.2,38.0,70,100,115,410,65,2,70,144,Medium Fast,Bonsly,False,False,False,False,False,False,False,0.5,20,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
186,Politoed,Water, ,1.1,33.9,90,75,75,500,45,2,70,225,Medium Slow,Poliwhirl,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
187,Hoppip,Grass,Flying,0.4,0.5,35,35,40,250,255,2,70,50,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
188,Skiploom,Grass,Flying,0.6,1.0,55,45,50,340,120,2,70,119,Medium Slow,Hoppip,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
189,Jumpluff,Grass,Flying,0.8,3.0,75,55,70,460,45,2,70,207,Medium Slow,Skiploom,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
190,Aipom,Normal, ,0.8,11.5,55,70,55,360,45,2,70,72,Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
191,Sunkern,Grass, ,0.3,1.8,30,30,30,180,235,2,70,36,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
